date,value
2020-07-21 00:00:00,0.7452707955428868
2020-07-22 00:00:00,0.7560155239327296
2020-07-23 00:00:00,0.6511507628652702
2020-07-24 00:00:00,0.3204962522615663
2020-07-27 00:00:00,0.3340222164815293
2020-07-28 00:00:00,0.4002583979328165
2020-07-29 00:00:00,0.5938548928479215
2020-07-30 00:00:00,0.5606295149638802
2020-07-31 00:00:00,0.6338572532852358
2020-08-03 00:00:00,0.8356517259144771
2020-08-04 00:00:00,0.7919134689672933
2020-08-05 00:00:00,0.7915057915057915
2020-08-06 00:00:00,0.7445987654320988
2020-08-07 00:00:00,0.5712448559670782
2020-08-10 00:00:00,0.6589625064201335
2020-08-11 00:00:00,0.4591679506933744
2020-08-12 00:00:00,0.4145715751667522
2020-08-13 00:00:00,0.4808925365478328
2020-08-14 00:00:00,0.5541025641025641
2020-08-17 00:00:00,0.7256659836065574
2020-08-18 00:00:00,0.7614538008702328
2020-08-19 00:00:00,0.5823950870010235
2020-08-20 00:00:00,0.4556379442597801
2020-08-21 00:00:00,0.5192946588295425
2020-08-24 00:00:00,0.5506361323155217
2020-08-25 00:00:00,0.5097839898348158
2020-08-26 00:00:00,0.3391768292682927
2020-08-27 00:00:00,0.4092987804878049
2020-08-28 00:00:00,0.5048223350253808
2020-08-31 00:00:00,0.4946727549467275
2020-09-01 00:00:00,0.5067173637515843
2020-09-02 00:00:00,0.5289946821980248
2020-09-03 00:00:00,0.4502909182899064
2020-09-04 00:00:00,0.4334177215189873
2020-09-07 00:00:00,0.3660759493670886
2020-09-08 00:00:00,0.4355083459787557
2020-09-09 00:00:00,0.33831349708787034
2020-09-10 00:00:00,0.11934260429835652
2020-09-11 00:00:00,0.1662455785750379
2020-09-14 00:00:00,0.2596713021491783
2020-09-15 00:00:00,0.27846503408230244
2020-09-16 00:00:00,0.2463439233484619
2020-09-17 00:00:00,0.2742382271468144
2020-09-18 00:00:00,0.3740573152337858
2020-09-21 00:00:00,0.3489190548014077
2020-09-22 00:00:00,0.24460612142498744
2020-09-23 00:00:00,0.2915934755332497
2020-09-24 00:00:00,0.1674605164201554
2020-09-25 00:00:00,0.14543178973717147
2020-09-28 00:00:00,0.11880940470235116
2020-09-29 00:00:00,0.1461038961038961
2020-09-30 00:00:00,0.1512353381582231
2020-10-09 00:00:00,0.3336658354114713
2020-10-12 00:00:00,0.6852082813669245
2020-10-13 00:00:00,0.6427503736920778
2020-10-14 00:00:00,0.5087238285144566
2020-10-15 00:00:00,0.4441953163926258
2020-10-16 00:00:00,0.4691235059760957
2020-10-19 00:00:00,0.4055735257526748
2020-10-20 00:00:00,0.4895522388059702
2020-10-21 00:00:00,0.391542288557214
2020-10-22 00:00:00,0.3605864811133201
2020-10-23 00:00:00,0.27521112767014405
2020-10-26 00:00:00,0.29178048174819965
2020-10-27 00:00:00,0.3051142005958292
2020-10-28 00:00:00,0.3224125093075205
2020-10-29 00:00:00,0.3185423896876549
2020-10-30 00:00:00,0.2037174721189591
2020-11-02 00:00:00,0.2485749690210657
2020-11-03 00:00:00,0.3340768277571252
2020-11-04 00:00:00,0.33448959365708625
2020-11-05 00:00:00,0.450990099009901
2020-11-06 00:00:00,0.3877753031427865
2020-11-09 00:00:00,0.5651099579935754
2020-11-10 00:00:00,0.4786367004198567
2020-11-11 00:00:00,0.3828684275487534
2020-11-12 00:00:00,0.3934385791810557
2020-11-13 00:00:00,0.3902740064181683
2020-11-16 00:00:00,0.4795162882527147
2020-11-17 00:00:00,0.4610261470152936
2020-11-18 00:00:00,0.4864465253819616
2020-11-19 00:00:00,0.5097362583189549
2020-11-20 00:00:00,0.5442445156519595
2020-11-23 00:00:00,0.5655495317890586
2020-11-24 00:00:00,0.5336455508996796
2020-11-25 00:00:00,0.4129684418145957
2020-11-26 00:00:00,0.3947303619798079
2020-11-27 00:00:00,0.4095050480177296
2020-11-30 00:00:00,0.3877802414387781
2020-12-01 00:00:00,0.4868259049495198
2020-12-02 00:00:00,0.5116966264466879
2020-12-03 00:00:00,0.4859744094488189
2020-12-04 00:00:00,0.5003690036900369
2020-12-07 00:00:00,0.3976881455976389
2020-12-08 00:00:00,0.3689511176615082
2020-12-09 00:00:00,0.25030704986489805
2020-12-10 00:00:00,0.2544204322200393
2020-12-11 00:00:00,0.20441717791411046
